timestamp,vibration,temperature,pressure,flow_rate,power,rpm,hours_since_maintenance,failure
2023-01-01 00:00:00,1.3750197393504315,71.64952995988146,48.48222932841674,94.74032774915106,10.811124326603615,1799.6130531122626,0.0,0
2023-01-01 00:05:00,1.5489359105699991,79.11843079010018,49.023901513040585,98.87945538988124,10.460079364015222,1812.4753676206308,0.08333333333333333,0
2023-01-01 00:10:00,1.3314825955561351,76.20420622527966,48.896779738964426,99.29058413821015,9.646388532171965,1818.7867947276475,0.16666666666666666,0
2023-01-01 00:15:00,1.2680479982661,78.38501998272874,49.48749119516141,100.88645235892511,10.399978330311473,1788.7363859557252,0.25,0
2023-01-01 00:20:00,1.620627427222054,73.82398777839737,50.11763312252341,98.46220135608579,9.87964118852451,1749.2415356327292,0.3333333333333333,0
2023-01-01 00:25:00,1.1250125174293821,75.50999642800991,50.07330764809126,98.57653862834157,9.589719101171113,1776.4590025994767,0.4166666666666667,0
2023-01-01 00:30:00,1.679449706674228,78.26931259300335,51.37615022279163,102.20846816873929,9.33757620136193,1799.5220571202353,0.5,0
2023-01-01 00:35:00,1.354203191250893,74.72416191695062,49.70291751448579,102.82006730508343,9.52626618872937,1803.6935405447423,0.5833333333333334,0
2023-01-01 00:40:00,1.4136712789167243,75.44093337256955,51.69027744423897,97.63475560810363,10.043303517584521,1785.2553763395324,0.6666666666666666,0
2023-01-01 00:45:00,1.1517781971845809,77.2887209836372,50.77102010207159,100.0701490774744,10.431795788595087,1810.0558828622884,0.75,0
2023-01-01 00:50:00,1.2796693561179568,74.00842425715685,50.688507021043506,99.80617298520251,9.588049775609774,1805.61169174665,0.8333333333333334,0
2023-01-01 00:55:00,1.7777725534002715,75.7456842649447,49.01626292412631,100.57421775585908,10.30126967344152,1802.6572103613123,0.9166666666666666,0
2023-01-01 01:00:00,1.6702112155489628,75.07347365192578,50.18623394274665,99.58175670971957,10.126038209790323,1792.1734097489143,1.0,0
